,ИД,Факультет,Направление,год поступления,статус,Unnamed: 5,дата изменения,выпуск
11042,248262,АВТФ,09.03.01 Информатика и вычислительная техника,2008.0,1,учится,0 days,отчислен
11043,248262,АВТФ,09.03.01 Информатика и вычислительная техника,2008.0,-1,отчислен,108 days,отчислен
11044,248277,ЮФ,40.03.01 Юриспруденция,2008.0,1,учится,0 days,отчислен
11045,248277,ЮФ,40.03.01 Юриспруденция,2008.0,-1,отчислен,353 days,отчислен
11051,248297,ФБ,38.03.01 Экономика,2008.0,-1,отчислен,0 days,отчислен
11052,248297,ФБ,38.03.01 Экономика,2008.0,1,учится,329 days,отчислен
11053,248297,ФБ,38.03.01 Экономика,2008.0,-1,отчислен,667 days,отчислен
11072,248317,ЮФ,40.03.01 Юриспруденция,2008.0,-1,отчислен,0 days,выпустился
11162,248501,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,1,учится,0 days,выпустился
11163,248501,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,321 days,выпустился
11267,248783,ФБ,38.03.01 Экономика,2008.0,-1,отчислен,0 days,выпустился
11268,248783,ФБ,38.03.01 Экономика,2008.0,1,учится,110 days,выпустился
11269,248783,ФБ,38.03.01 Экономика,2008.0,-1,отчислен,656 days,выпустился
11287,248816,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,-1,отчислен,0 days,выпустился
11288,248816,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,1,учится,26 days,выпустился
11289,248816,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,-1,отчислен,149 days,выпустился
11290,248816,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,1,учится,206 days,выпустился
11291,248816,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,2,ак. отпуск,280 days,выпустился
11292,248816,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,1,учится,660 days,выпустился
11319,248920,ФЭН,38.03.02 Менеджмент,2008.0,-1,отчислен,0 days,отчислен
11320,248920,ФЭН,38.03.02 Менеджмент,2008.0,1,учится,250 days,отчислен
11321,248920,ФЭН,38.03.02 Менеджмент,2008.0,-1,отчислен,356 days,отчислен
11463,249332,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,0 days,выпустился
11680,249775,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,0 days,
11706,249845,ФГО,45.03.02 Лингвистика,2008.0,-1,отчислен,0 days,
11707,249845,ФГО,45.03.02 Лингвистика,2008.0,1,учится,221 days,
11708,249845,ФГО,45.03.02 Лингвистика,2008.0,-1,отчислен,437 days,
11828,250147,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,2,ак. отпуск,0 days,выпустился
11829,250147,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,1,учится,213 days,выпустился
11830,250147,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,694 days,выпустился
11880,250288,МТФ,15.03.04 Автоматизация технологических процессов и производств,2008.0,-1,отчислен,0 days,отчислен
11881,250288,МТФ,15.03.04 Автоматизация технологических процессов и производств,2008.0,1,учится,216 days,отчислен
11882,250288,МТФ,15.03.04 Автоматизация технологических процессов и производств,2008.0,-1,отчислен,335 days,отчислен
11968,250616,МТФ,29.03.04 Технология художественной обработки материалов,2008.0,1,учится,0 days,отчислен
11969,250616,МТФ,29.03.04 Технология художественной обработки материалов,2008.0,-1,отчислен,336 days,отчислен
11970,250616,МТФ,29.03.04 Технология художественной обработки материалов,2008.0,1,учится,417 days,отчислен
11971,250616,МТФ,29.03.04 Технология художественной обработки материалов,2008.0,-1,отчислен,514 days,отчислен
12153,251276,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,2,ак. отпуск,0 days,отчислен
12154,251276,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,1,учится,230 days,отчислен
12155,251276,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,-1,отчислен,641 days,отчислен
12159,251283,ФЛА,17.05.01 Боеприпасы и взрыватели,2008.0,1,учится,0 days,выпустился
12160,251283,ФЛА,17.05.01 Боеприпасы и взрыватели,2008.0,-1,отчислен,364 days,выпустился
12161,251283,ФЛА,17.05.01 Боеприпасы и взрыватели,2008.0,1,учится,567 days,выпустился
12335,251960,АВТФ,27.03.04 Управление в технических системах,2008.0,-1,отчислен,0 days,отчислен
12336,251960,АВТФ,27.03.04 Управление в технических системах,2008.0,1,учится,79 days,отчислен
12337,251960,АВТФ,27.03.04 Управление в технических системах,2008.0,-1,отчислен,219 days,отчислен
12338,251960,АВТФ,27.03.04 Управление в технических системах,2008.0,1,учится,241 days,отчислен
12339,251960,АВТФ,27.03.04 Управление в технических системах,2008.0,-1,отчислен,574 days,отчислен
12340,251960,АВТФ,27.03.04 Управление в технических системах,2008.0,1,учится,601 days,отчислен
12434,252375,ФБ,38.03.01 Экономика,2008.0,1,учится,0 days,отчислен
12435,252375,ФБ,38.03.01 Экономика,2008.0,-1,отчислен,713 days,отчислен
12521,252778,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,0 days,отчислен
12522,252778,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,1,учится,212 days,отчислен
12639,253115,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,0 days,отчислен
12640,253115,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,1,учится,407 days,отчислен
12641,253115,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,483 days,отчислен
12739,253363,АВТФ,09.03.01 Информатика и вычислительная техника,2008.0,1,учится,0 days,отчислен
12740,253363,АВТФ,09.03.01 Информатика и вычислительная техника,2008.0,-1,отчислен,177 days,отчислен
12754,253382,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,-1,отчислен,0 days,отчислен
12755,253382,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,1,учится,444 days,отчислен
12756,253382,РЭФ,11.03.04 Электроника и наноэлектроника,2008.0,-1,отчислен,598 days,отчислен
12827,253558,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,0 days,отчислен
12828,253558,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,1,учится,257 days,отчислен
12829,253558,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,-1,отчислен,483 days,отчислен
12830,253558,ФЭН,13.03.02 Электроэнергетика и электротехника,2008.0,1,учится,491 days,отчислен
12877,253657,АВТФ,10.05.03 Информационная безопасность автоматизированных систем,2008.0,-1,отчислен,0 days,
12878,253657,АВТФ,10.05.03 Информационная безопасность автоматизированных систем,2008.0,1,учится,42 days,
12879,253657,АВТФ,10.05.03 Информационная безопасность автоматизированных систем,2008.0,-1,отчислен,174 days,
12882,253675,ФГО,37.03.01 Психология,2008.0,2,ак. отпуск,0 days,
