,PK,SEMESTER,DNAME,TYPE,MARK,GRADE,BALLS,EXAM_DATE
610,116556,2,Иностранный язык,зач,з,C,73.0,2016-03-28 00:00:00
611,116556,2,Инженерная графика,зач,з,C,75.0,2016-03-28 00:00:00
612,116556,2,Основы личностной и коммуникативной культуры,зач,з,C,75.0,2016-03-28 00:00:00
613,116556,2,Физическая культура и спорт,зач,з,,,2016-03-28 00:00:00
614,116556,2,Математический анализ,экз,3,D,65.0,2016-03-28 00:00:00
615,116556,2,Химия,экз,4,C,73.0,2016-03-28 00:00:00
616,116556,2,Физика,экз,3,D,65.0,2016-03-29 00:00:00
617,116556,3,Информационные технологии,КР,4,C,73.0,2015-10-12 00:00:00
618,116556,3,Физические основы электроники,КР,5,A,95.0,2016-03-28 00:00:00
619,116556,3,Информационные технологии,зач,3,E,50.0,2016-03-28 00:00:00
620,116556,3,Теоретические основы электротехники,зач,4,C,75.0,2016-03-28 00:00:00
621,116556,3,Физические основы электроники,зач,4,C,75.0,2016-03-28 00:00:00
622,116556,3,Психология и технологии социального взаимодействия,зач,з,C,70.0,2016-03-28 00:00:00
623,116556,3,Иностранный язык,зач,з,C,73.0,2016-03-28 00:00:00
624,116556,3,Основы экономических знаний,зач,з,E,59.0,2016-03-28 00:00:00
625,116556,3,Физическая культура и спорт,зач,з,,,2016-03-28 00:00:00
626,116556,3,Специальные главы математики,экз,3,D,65.0,2016-03-28 00:00:00
627,116556,3,Физика,экз,3,D,65.0,2016-03-28 00:00:00
628,116556,3,Материалы электронной техники,экз,4,C,75.0,2016-03-28 00:00:00
629,116556,4,Философия,зач,4,B,85.0,2016-03-28 00:00:00
630,116556,4,Методы математической физики,зач,4,C,75.0,2016-03-28 00:00:00
631,116556,4,Физические основы электроники,зач,4,C,75.0,2016-03-28 00:00:00
632,116556,4,Специальные главы физики,зач,5,B+,87.0,2016-03-28 00:00:00
633,116556,4,Физическая культура и спорт,зач,з,,,2016-03-28 00:00:00
634,116556,4,Специальные главы математики,экз,3,D,65.0,2016-03-28 00:00:00
635,116556,4,Иностранный язык,экз,4,C,73.0,2016-03-28 00:00:00
636,116556,4,Силовые полупроводниковые приборы,экз,4,C,75.0,2016-03-28 00:00:00
637,116556,4,Теоретические основы электротехники,экз,4,C,75.0,2016-03-28 00:00:00
695,116591,1,Деловой русский язык,зач,з,C-,70.0,2014-11-26 00:00:00
696,116591,1,Инженерная и компьютерная графика,зач,з,C-,70.0,2014-11-26 00:00:00
697,116591,1,Иностранный язык,зач,з,C-,70.0,2014-11-26 00:00:00
698,116591,1,Линейная алгебра,экз,3,C-,70.0,2014-11-26 00:00:00
699,116591,1,Математический анализ,экз,3,C-,70.0,2014-11-26 00:00:00
700,116591,1,Социальные технологии,экз,3,C-,70.0,2014-11-26 00:00:00
701,116591,2,Иностранный язык,зач,з,C-,70.0,2014-11-26 00:00:00
702,116591,2,Правоведение,зач,з,C-,70.0,2014-11-26 00:00:00
703,116591,2,История,экз,3,C-,70.0,2014-11-26 00:00:00
704,116591,2,Математический анализ,экз,3,C-,70.0,2014-11-26 00:00:00
705,116591,2,Физика,экз,3,C-,70.0,2014-11-26 00:00:00
706,116591,3,Иностранный язык,зач,з,C-,70.0,2014-11-26 00:00:00
707,116591,3,Информационные технологии,зач,з,C-,70.0,2014-11-26 00:00:00
708,116591,3,Специальные главы математического анализа,экз,3,C-,70.0,2014-11-26 00:00:00
709,116591,3,Физика,экз,3,C-,70.0,2014-11-26 00:00:00
710,116591,3,Философия,экз,4,C,75.0,2014-11-26 00:00:00
711,116591,4,Иностранный язык,зач,з,C-,70.0,2014-11-26 00:00:00
712,116591,4,Информационные технологии,зач,з,C-,70.0,2014-11-26 00:00:00
713,116591,4,Химия,зач,з,C-,70.0,2014-11-26 00:00:00
714,116591,4,Экология,зач,з,C-,70.0,2014-11-26 00:00:00
715,116591,4,Основы теории цепей,экз,3,C-,70.0,2014-11-26 00:00:00
716,116591,4,Специальные главы математического анализа,экз,3,C-,70.0,2014-11-26 00:00:00
717,116591,4,Физика,экз,3,C-,70.0,2014-11-26 00:00:00
745,116745,1,Актуальные проблемы современной нанотехнологии,зач,5,A,95.0,2012-12-20 00:00:00
746,116745,1,Иностранный язык,зач,з,A,95.0,2012-12-21 00:00:00
747,116745,1,Компьютерные технологии в научных исследованиях,зач,з,A,95.0,2012-12-22 00:00:00
748,116745,1,Методы диагностики и анализа микро- и наносистем,зач,з,A,95.0,2012-12-23 00:00:00
749,116745,1,Специальные главы наноэлектроники,зач,з,A,95.0,2012-12-26 00:00:00
750,116745,1,Иностранный язык,КР,5,A,95.0,2012-12-28 00:00:00
751,116745,1,Компоненты микросистемной техники,КР,5,A,95.0,2012-12-29 00:00:00
752,116745,1,Специальные главы наноэлектроники,КР,5,A,95.0,2012-12-30 00:00:00
753,116745,1,Компоненты микросистемной техники,экз,5,A,95.0,2013-01-05 00:00:00
754,116745,1,Методы математического моделирования,экз,5,A,95.0,2013-01-08 00:00:00
755,116745,1,Микро- и наносистемы в технике и технологии,экз,5,A,95.0,2013-01-09 00:00:00
756,116745,1,Философия,экз,5,A,95.0,2013-01-12 00:00:00
757,116745,2,Материалы и элементная база наноэлектроники,зач,3,C-,70.0,2011-05-15 00:00:00
758,116745,2,Компьютерные технологии в научных исследованиях,КП,4,C,75.0,2011-06-28 00:00:00
759,116745,2,Иностранный язык,КР,4,C,75.0,2011-06-28 00:00:00
760,116745,2,Семинары по специальности,зач,з,C,75.0,2011-06-28 00:00:00
761,116745,2,Научно-исследовательская работа в семестре,прак,з,C,75.0,2011-06-28 00:00:00
762,116745,2,Иностранный язык,экз,4,C,75.0,2011-06-28 00:00:00
763,116745,2,Компьютерные технологии в научных исследованиях,экз,4,C,75.0,2011-06-28 00:00:00
764,116745,2,Методы исследования микроэлектронных и наноэлектронных материалов,экз,4,C,75.0,2011-06-28 00:00:00
765,116745,2,Специальные главы наноэлектроники,экз,з,C,75.0,2011-06-28 00:00:00
766,116745,3,Управление инновациями,КП,5,A+,100.0,2012-11-24 00:00:00
767,116745,3,Управление инновациями,зач,5,A+,100.0,2012-11-24 00:00:00
768,116745,3,Физика низкоразмерных систем,КР,4,B,85.0,2012-12-20 00:00:00
769,116745,3,Физика низкоразмерных систем,экз,ня,,,2013-01-09 00:00:00
770,116745,3,История и методология науки и техники в области нанотехнологии,экз,5,A+,99.0,2013-01-12 00:00:00
771,116745,3,Семинары по специальности,зач,3,C-,70.0,2013-05-20 00:00:00
772,116745,3,Физика низкоразмерных систем,КР,4,B,85.0,2013-06-01 00:00:00
773,116745,3,Фотоэлектроника,экз,4,B,85.0,2013-06-01 00:00:00
774,116745,3,Компьютерные технологии в научных исследованиях,зач,4,B,85.0,2013-06-04 00:00:00
775,116745,3,Научно-исследовательская работа в семестре,прак,4,C,75.0,2013-06-04 00:00:00
776,116745,3,Физика низкоразмерных систем,экз,4,B,85.0,2013-06-04 00:00:00
777,116745,3,История и методология науки и техники в области нанотехнологии,экз,5,A+,99.0,2013-06-04 00:00:00
778,116745,4,Научно-исследовательская работа в семестре,прак,4,,,2013-05-27 00:00:00
779,116745,4,Государственный экзамен по направлению,ГЭ,4,B,85.0,2013-06-25 00:00:00
780,116745,4,Государственный экзамен по направлению,ГЭ,4,,,2013-06-25 00:00:00
781,116745,4,Защита выпускной квалификационной работы,МД,5,A-,90.0,2013-07-03 00:00:00
782,116745,4,Защита выпускной квалификационной работы,МД,5,,,2013-07-03 00:00:00
797,117109,1,Математическое обеспечение исследований предметной области,зач,4,B,87.0,2017-02-15 00:00:00
798,117109,1,Интеллектуальные системы,зач,5,A,95.0,2017-02-15 00:00:00
799,117109,1,Методы системного анализа,зач,з,B-,80.0,2017-02-15 00:00:00
800,117109,1,Иностранный язык,зач,з,D+,69.0,2017-02-15 00:00:00
801,117109,1,Производственная практика: научно-исследовательская работа,прак,з,A,95.0,2017-02-15 00:00:00
802,117109,1,Философия,экз,5,A+,98.0,2017-02-15 00:00:00
803,117109,2,Информационный менеджмент,КП,5,A,95.0,2017-02-15 00:00:00
804,117109,2,Методы оптимизации,зач,5,A,95.0,2017-02-15 00:00:00
805,117109,2,Специальные главы математики,зач,з,B-,80.0,2017-02-15 00:00:00
806,117109,2,Современные проблемы информатики и вычислительной техники,зач,з,D,65.0,2017-02-15 00:00:00
807,117109,2,Управление проектами,экз,3,C-,72.0,2017-02-15 00:00:00
808,117109,2,Иностранный язык,экз,3,D+,69.0,2017-02-15 00:00:00
809,117109,2,Модели статики и динамики систем,экз,4,B,84.0,2017-02-15 00:00:00
810,117109,3,Методы решения  NP-трудных задач,КР,3,D,65.0,2017-02-15 00:00:00
811,117109,3,Моделирование и проектирование информационных систем и технологий,КР,3,D,65.0,2017-02-15 00:00:00
812,117109,3,Научный семинар,зач,4,C+,79.0,2017-02-15 00:00:00
813,117109,3,Документальная поддержка и сопровождение информационных систем и технологий,зач,з,B-,80.0,2017-02-15 00:00:00
